百视通,#genre#
三沙卫视,https://live.goodiptv.club/api/cqyx.php?id=sanshaSD
青海卫视,https://live.goodiptv.club/api/cqyx.php?id=qinghaiSD
中国天气,https://live.goodiptv.club/api/cqyx.php?id=tianqiSD
北京纪实科教高清,https://live.goodiptv.club/api/cqyx.php?id=bjayjsSD
山东教育卫视,https://live.goodiptv.club/api/cqyx.php?id=sdjiaoyuSD
新疆卫视,https://live.goodiptv.club/api/cqyx.php?id=xinjiangSD
西藏卫视,https://live.goodiptv.club/api/cqyx.php?id=xizangSD
CGTN,https://live.goodiptv.club/api/cqyx.php?id=cgtnSD
CETV-1,https://live.goodiptv.club/api/cqyx.php?id=cetv-1SD
CETV-4,https://live.goodiptv.club/api/cqyx.php?id=cetv-4SD
生活时尚,https://live.goodiptv.club/api/cqyx.php?id=shenghuo
百姓健康,https://live.goodiptv.club/api/cqyx.php?id=jiankangSD
快乐垂钓高清,https://live.goodiptv.club/api/cqyx.php?id=klcdHD
第一剧场高清,https://live.goodiptv.club/api/cqyx.php?id=diyijuchangHD
都市剧场高清,https://live.goodiptv.club/api/cqyx.php?id=dsjcHD
动漫秀场高清,https://live.goodiptv.club/api/cqyx.php?id=dmxcHD
魅力足球高清,https://live.goodiptv.club/api/cqyx.php?id=mlzqHD
风云剧场高清,https://live.goodiptv.club/api/cqyx.php?id=fyjcHD
求索纪录高清,https://live.goodiptv.club/api/cqyx.php?id=qsjlHD
兵器科技高清,https://live.goodiptv.club/api/cqyx.php?id=bqkjHD
游戏风云高清,https://live.goodiptv.club/api/cqyx.php?id=yxfyHD
怀旧剧场高清,https://live.goodiptv.club/api/cqyx.php?id=hjjcHD
风云音乐高清,https://live.goodiptv.club/api/cqyx.php?id=fyyyHD
央视台球高清,https://live.goodiptv.club/api/cqyx.php?id=ystqHD
风云足球高清,https://live.goodiptv.club/api/cqyx.php?id=fyzqHD
央视文化精品高清,https://live.goodiptv.club/api/cqyx.php?id=yswhHD
高尔夫网球高清,https://live.goodiptv.club/api/cqyx.php?id=golfHD
早期教育高清,https://live.goodiptv.club/api/cqyx.php?id=zaojiaoHD
重庆新闻高清,https://live.goodiptv.club/api/cqyx.php?id=CQTVNewsHD
重庆影视高清,https://live.goodiptv.club/api/cqyx.php?id=cqyingshiHD
重庆社会与法高清,https://live.goodiptv.club/api/cqyx.php?id=CQTVTrendyHD
重庆时尚生活高清,https://live.goodiptv.club/api/cqyx.php?id=cqssgwHD
重庆文体娱乐高清,https://live.goodiptv.club/api/cqyx.php?id=cqwtylHD
重庆新农村高清,https://live.goodiptv.club/api/cqyx.php?id=cqggncHD
重庆少儿高清,https://live.goodiptv.club/api/cqyx.php?id=cqseHD
重庆科教高清,https://live.goodiptv.club/api/cqyx.php?id=CQTVkejiaoHD
爱看导视高清,https://live.goodiptv.club/api/cqyx.php?id=aikanHD
重庆汽摩高清,https://live.goodiptv.club/api/cqyx.php?id=cqcarSD
重庆移动高清,https://live.goodiptv.club/api/cqyx.php?id=mryyHD
重广融媒,https://live.goodiptv.club/api/cqyx.php?id=cqrongmei
优购物,https://live.goodiptv.club/api/cqyx.php?id=yougouwu
家家购物,https://live.goodiptv.club/api/cqyx.php?id=jjgw
风尚购物,https://live.goodiptv.club/api/cqyx.php?id=fsgw
聚鲨环球精选,https://live.goodiptv.club/api/cqyx.php?id=jusha
中视购物,https://live.goodiptv.club/api/cqyx.php?id=ysgw
家有购物,https://live.goodiptv.club/api/cqyx.php?id=jygw
央广购物,https://live.goodiptv.club/api/cqyx.php?id=yggw
东方财经高清,https://live.goodiptv.club/api/cqyx.php?id=dfcj
证券服务,https://live.goodiptv.club/api/cqyx.php?id=jiazheng
书画,https://live.goodiptv.club/api/cqyx.php?id=shuhua
新动漫,https://live.goodiptv.club/api/cqyx.php?id=dongman
国学频道,https://live.goodiptv.club/api/cqyx.php?id=guoxue
优优宝贝,https://live.goodiptv.club/api/cqyx.php?id=youxi
中华特产,https://live.goodiptv.club/api/cqyx.php?id=techan
环球奇观,https://live.goodiptv.club/api/cqyx.php?id=car
生态环境,https://live.goodiptv.club/api/cqyx.php?id=shengtai
四海钓鱼,https://live.goodiptv.club/api/cqyx.php?id=diaoyu
发现之旅,https://live.goodiptv.club/api/cqyx.php?id=faxian
车迷,https://live.goodiptv.club/api/cqyx.php?id=doxtv
法治天地,https://live.goodiptv.club/api/cqyx.php?id=fazhi
金色学堂,https://live.goodiptv.club/api/cqyx.php?id=jinse
收藏天下,https://live.goodiptv.club/api/cqyx.php?id=soucang
财富天下,https://live.goodiptv.club/api/cqyx.php?id=caifu
女性时尚,https://live.goodiptv.club/api/cqyx.php?id=nvxing
中学生,https://live.goodiptv.club/api/cqyx.php?id=qicai
天元围棋,https://live.goodiptv.club/api/cqyx.php?id=weiqi
先锋乒羽,https://live.goodiptv.club/api/cqyx.php?id=xianfeng
环球旅游,https://live.goodiptv.club/api/cqyx.php?id=huanqiulvyou
老故事,https://live.goodiptv.club/api/cqyx.php?id=gushi
摄影频道,https://live.goodiptv.club/api/cqyx.php?id=sheying
靓妆,https://live.goodiptv.club/api/cqyx.php?id=liang
广东谷豆,#genre#
CCTV4K,http://myiptv.top:1505/gudou.php?id=364&id=4005
CCTV16-4K,http://myiptv.top:1505/gudou.php?id=364&id=4010
广东综艺4K,hhttp://myiptv.top:1505/gudou.php?id=364&id=GDZYHD4K_38000
G导视高清,http://myiptv.top:1505/gudou.php?id=364&id=GHDdaoshi_7500
翡翠台,http://myiptv.top:1505/gudou.php?id=364&id=1350_4500
明珠台,http://myiptv.top:1505/gudou.php?id=364&id=1351_4500
凤凰中文,http://myiptv.top:1505/gudou.php?id=364&id=fhzw_1500
星空卫视,http://myiptv.top:1505/gudou.php?id=364&id=xingkong_1500
澳亚卫视,http://myiptv.top:1505/gudou.php?id=364&id=aoya_1500
CCTV1,http://myiptv.top:1505/gudou.php?id=364&id=CCTV1HD_7000
CCTV2,http://myiptv.top:1505/gudou.php?id=364&id=CCTV2HD_7000
CCTV3,http://myiptv.top:1505/gudou.php?id=364&id=CCTV3HD_7000
CCTV4,http://myiptv.top:1505/gudou.php?id=364&id=CCTV-4HD_7500
CCTV5,http://myiptv.top:1505/gudou.php?id=364&id=1605_4500
CCTV5+,http://myiptv.top:1505/gudou.php?id=364&id=1403_4500
CCTV6,http://myiptv.top:1505/gudou.php?id=364&id=CCTV6HD_7000
CCTV7,http://myiptv.top:1505/gudou.php?id=364&id=CCTV7HD_7000
CCTV8,http://myiptv.top:1505/gudou.php?id=364&id=CCTV8HD_7000
CCTV9,http://myiptv.top:1505/gudou.php?id=364&id=CCTV9HD_7000
CCTV10,http://myiptv.top:1505/gudou.php?id=364&id=CCTV10HD_7000
CCTV11,http://myiptv.top:1505/gudou.php?id=364&id=CCTV-11HD_7500
CCTV12,http://myiptv.top:1505/gudou.php?id=364&id=CCTV12HD_7000
CCTV13,http://myiptv.top:1505/gudou.php?id=364&id=1613
CCTV14,http://myiptv.top:1505/gudou.php?id=364&id=CCTV14HD_7000
CCTV15,http://myiptv.top:1505/gudou.php?id=364&id=CCTV-15HD_7500
CCTV16,http://myiptv.top:1505/gudou.php?id=364&id=1617_4500
CCTV17,http://myiptv.top:1505/gudou.php?id=364&id=CCTV17HD
CGTN,http://myiptv.top:1505/gudou.php?id=364&id=CCTV15news_1500
广东卫视,http://myiptv.top:1505/gudou.php?id=364&id=guangdongHD_7000
深圳卫视,http://myiptv.top:1505/gudou.php?id=364&id=shenzhenHD_7000
东方卫视,http://myiptv.top:1505/gudou.php?id=364&id=dongfangHD_7000
北京卫视,http://myiptv.top:1505/gudou.php?id=364&id=beijingHD_7000
湖南卫视,http://myiptv.top:1505/gudou.php?id=364&id=hunanHD_7000
江西卫视,http://myiptv.top:1505/gudou.php?id=364&id=jiangxiHD_7000
四川卫视,http://myiptv.top:1505/gudou.php?id=364&id=sichuanHD_7000
江苏卫视,http://myiptv.top:1505/gudou.php?id=364&id=jiangsuHD_7000
浙江卫视,http://myiptv.top:1505/gudou.php?id=364&id=zhejiangHD_7000
天津卫视,http://myiptv.top:1505/gudou.php?id=364&id=1415_4500
河北卫视,http://myiptv.top:1505/gudou.php?id=364&id=1426_4500
重庆卫视,http://myiptv.top:1505/gudou.php?id=364&id=chongqingHD_7000
贵州卫视,http://myiptv.top:1505/gudou.php?id=364&id=guizhouHD_7000
辽宁卫视,http://myiptv.top:1505/gudou.php?id=364&id=liaoningHD_7000
湖北卫视,http://myiptv.top:1505/gudou.php?id=364&id=hubeiHD_7000
安徽卫视,http://myiptv.top:1505/gudou.php?id=364&id=anhuiHD_7000
黑龙江卫视,http://myiptv.top:1505/gudou.php?id=364&id=heilongjiangHD_7000
海南卫视,http://myiptv.top:1505/gudou.php?id=364&id=1451_4500
陕西卫视,http://myiptv.top:1505/gudou.php?id=364&id=1452_4500
东南卫视,http://myiptv.top:1505/gudou.php?id=364&id=dongnanweishiHD
三沙卫视,http://myiptv.top:1505/gudou.php?id=364&id=1453
CHC高清电影,http://myiptv.top:1505/gudou.php?id=364&id=CHCHD_7000
乐游,http://myiptv.top:1505/gudou.php?id=364&id=quanjishiHD_7000
求索纪录,http://myiptv.top:1505/gudou.php?id=364&id=QSJLHD_7000
求索科学,http://myiptv.top:1505/gudou.php?id=364&id=qiusuokexueHD_7000
求索动物,http://myiptv.top:1505/gudou.php?id=364&id=QSDWHD_7000
求索生活,http://myiptv.top:1505/gudou.php?id=364&id=QSSHHD_7000
魅力足球,http://myiptv.top:1505/gudou.php?id=364&id=meiliyinyueHD_7000
劲爆体育,http://myiptv.top:1505/gudou.php?id=364&id=jinbaotiyuHD_7000
广东珠江,http://myiptv.top:1505/gudou.php?id=364&id=gdzhujiangHD_7500
广东体育,hhttp://myiptv.top:1505/gudou.php?id=364&id=1413
广东经济科教,http://myiptv.top:1505/gudou.php?id=364&id=GDjingjikejiaoHD_7000
广东新闻,http://myiptv.top:1505/gudou.php?id=364&id=gdnews_1500
广东公共,http://myiptv.top:1505/gudou.php?id=364&id=gdpublic_1500
大湾区卫视,http://myiptv.top:1505/gudou.php?id=364&id=gdnanfang_1500
广东影视,http://myiptv.top:1505/gudou.php?id=364&id=gdyingshi_1500
嘉佳卡通,http://myiptv.top:1505/gudou.php?id=364&id=gdjiajiacartoon_1500
广东少儿,http://myiptv.top:1505/gudou.php?id=364&id=gdshaoer_1500
汕头综合,http://myiptv.top:1505/gudou.php?id=364&id=shantouyitaogaoqing_4500
汕头经济生活,http://myiptv.top:1505/gudou.php?id=364&id=shantouertaogaoqing_4500
汕头文旅体育,http://myiptv.top:1505/gudou.php?id=364&id=2508_4500
潮州综合,http://myiptv.top:1505/gudou.php?id=364&id=3131
潮州民生,http://myiptv.top:1505/gudou.php?id=364&id=3132
中山综合,http://myiptv.top:1505/gudou.php?id=364&id=3665
中山公共,http://myiptv.top:1505/gudou.php?id=364&id=3663
中山教育,http://myiptv.top:1505/gudou.php?id=364&id=3664
鹤山综合,http://myiptv.top:1505/gudou.php?id=364&id=3709
梅州1,http://myiptv.top:1505/gudou.php?id=364&id=meizhou1HD_4500
梅州2,http://myiptv.top:1505/gudou.php?id=364&id=meizhou2HD_4500
增城电视台,http://myiptv.top:1505/gudou.php?id=364&id=2079
东莞新闻综合,http://myiptv.top:1505/gudou.php?id=364&id=2121
东莞生活资讯,http://myiptv.top:1505/gudou.php?id=364&id=2122
佛山综合,http://myiptv.top:1505/gudou.php?id=364&id=foshanzongheHD_4500
佛山公共,http://myiptv.top:1505/gudou.php?id=364&id=foshangonggongHD_4500
佛山影视,http://myiptv.top:1505/gudou.php?id=364&id=foshanyingshiHD_4500
南海综合,http://myiptv.top:1505/gudou.php?id=364&id=nanhaiHD_4500
顺德综合,http://myiptv.top:1505/gudou.php?id=364&id=shundeHD_4500
斗门融媒,http://myiptv.top:1505/gudou.php?id=364&id=2207
惠州1,http://myiptv.top:1505/gudou.php?id=364&id=2314
惠州2,http://myiptv.top:1505/gudou.php?id=364&id=2316
博罗综合,http://myiptv.top:1505/gudou.php?id=364&id=2305
广州综合,http://myiptv.top:1505/gudou.php?id=364&id=guangzhou_1500
广州新闻,http://myiptv.top:1505/gudou.php?id=364&id=gznews_1500
广州法治,http://myiptv.top:1505/gudou.php?id=364&id=gzeconomic_1500
广州竞赛,http://myiptv.top:1505/gudou.php?id=364&id=gzcompetition_1500
广州影视,http://myiptv.top:1505/gudou.php?id=364&id=gzfilms_1500
湛江综合,http://myiptv.top:1505/gudou.php?id=364&id=zhanjiangzonghe_1500
湛江公共,http://myiptv.top:1505/gudou.php?id=364&id=zhanjianggonggong_1500
韶关新闻综合,http://myiptv.top:1505/gudou.php?id=364&id=shaoguanzonghe_1500
韶关绿色生活,http://myiptv.top:1505/gudou.php?id=364&id=shaoguangonggong_1500
始兴综合,http://myiptv.top:1505/gudou.php?id=364&id=2641
江门综合,http://myiptv.top:1505/gudou.php?id=364&id=3712_1500
江门侨乡生活,http://myiptv.top:1505/gudou.php?id=364&id=jiangmenyitao_1500
新会综合,http://myiptv.top:1505/gudou.php?id=364&id=xinhui_1500
佛冈,http://myiptv.top:1505/gudou.php?id=364&id=2405
怀集综合,http://myiptv.top:1505/gudou.php?id=364&id=2805
云浮综合,http://myiptv.top:1505/gudou.php?id=364&id=yunfuyitao_1500
云浮文旅,http://myiptv.top:1505/gudou.php?id=364&id=yunfuertao_1500
珠海1,http://myiptv.top:1505/gudou.php?id=364&id=zhuhaiyitao_1500
珠海2,http://myiptv.top:1505/gudou.php?id=364&id=zhuhaiertao_1500
河源综合,http://myiptv.top:1505/gudou.php?id=364&id=heyuanyitao_1500
河源公共,http://myiptv.top:1505/gudou.php?id=364&id=heyuanertao_1500
肇庆综合,http://myiptv.top:1505/gudou.php?id=364&id=zhaoqingyitao_1500
肇庆生活服务,http://myiptv.top:1505/gudou.php?id=364&id=zhaoqingertao_1500
揭阳综合,http://myiptv.top:1505/gudou.php?id=364&id=jieyangyitao_1500
揭阳生活,http://myiptv.top:1505/gudou.php?id=364&id=jieyangertao_1500
清远新闻综合,http://myiptv.top:1505/gudou.php?id=364&id=qingyuanzonghe_1500
清远文旅生活,http://myiptv.top:1505/gudou.php?id=364&id=qingyuangongong_1500
汕尾新闻综合,http://myiptv.top:1505/gudou.php?id=364&id=shanweiyitao_1500
汕尾文化生活,http://myiptv.top:1505/gudou.php?id=364&id=shanweiertao_1500
广州共享课堂一年级,http://myiptv.top:1505/gudou.php?id=364&id=2061_1500
广州共享课堂二年级,http://myiptv.top:1505/gudou.php?id=364&id=2062_1500
广州共享课堂三年级,http://myiptv.top:1505/gudou.php?id=364&id=2063_1500
广州共享课堂四年级,http://myiptv.top:1505/gudou.php?id=364&id=2064_1500
广州共享课堂五年级,http://myiptv.top:1505/gudou.php?id=364&id=2065_1500
广州共享课堂六年级,http://myiptv.top:1505/gudou.php?id=364&id=2066_1500
广州共享课堂初一,http://myiptv.top:1505/gudou.php?id=364&id=2067_1500
广州共享课堂初二,http://myiptv.top:1505/gudou.php?id=364&id=2068_1500
广州共享课堂初三,http://myiptv.top:1505/gudou.php?id=364&id=2069_1500
广州共享课堂高一,http://myiptv.top:1505/gudou.php?id=364&id=2070_1500
广州共享课堂高二,http://myiptv.top:1505/gudou.php?id=364&id=2071_1500
内蒙移动内网,#genre#
CCTV1 7M1080,http://111.56.6.82/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225920/index.m3u8?fmt=ts2hls
CCTV1 7M1080,http://111.56.6.82/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221226294/index.m3u8?fmt=ts2hls
CCTV2 7M1080,http://111.56.6.82/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225918/index.m3u8?fmt=ts2hls
CCTV3 6M1080,http://111.56.6.82/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225963/index.m3u8?fmt=ts2hls
CCTV4 7M1080,http://111.56.6.82/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/index.m3u8?fmt=ts2hls
